App_ID,Title,Installs,Rating,1_star,2_star,3_star,4_star,5_star,Description
com.os.space.force.galaxy.alien,Galaxiga: Galaxy Arcade Game,,4.737217,16761,4453,6682,22780,392929,"Step into the thrilling world of Galaxiga: Galaxy Arcade Shooter Game, a modern arcade-style space shooter packed with action, upgrades, and endless excitement. Defend the galaxy from waves of alien invaders, unlock powerful starships, and become the ultimate space commander. Whether you enjoy classic arcade shooters or modern alien attack games, this adventure delivers the perfect mix of nostalgia and fast-paced action.

🌌 THE ULTIMATE SPACE BATTLE AWAITS
Dive into intense intergalactic battles filled with enemy formations, powerful bosses, and challenging missions. As the commander of your elite Galaxy Fleet, you’ll pilot advanced starships, dodge enemy fire, and unleash devastating firepower to protect the universe. Upgrade your weapons, strengthen your shields, and unlock new abilities to dominate the battlefield.

🔥 FEATURES YOU’LL LOVE
• Arcade-Style Space Shooting – Experience classic vertical shooter gameplay with smooth controls and modern effects.

• Challenging Mission Levels – Battle through dozens of stages featuring unique alien enemies and epic boss fights.

• Customizable Starships – Collect and upgrade powerful ships, enhance your abilities, and build the perfect combat setup.

• Exciting Events & Rewards – Participate in seasonal events, complete special missions, and unlock exclusive prizes.

• Multiplayer & Co-op Modes – Challenge other players or team up with friends to defeat massive alien threats.

• Global Leaderboards – Compete worldwide and prove you’re the strongest commander in the galaxy.

🚀 MASTER THE ART OF SPACE COMBAT
Sharpen your reflexes, choose your battle strategy, and push your limits as the missions become more challenging. Only the best pilots can survive the toughest alien swarms—are you ready to rise to the top?

🌠 NOSTALGIA MEETS INNOVATION
Fans of arcade shooters will feel right at home with Galaxiga. The game blends retro-inspired action with fresh visuals, dynamic effects, and deep upgrade systems to create an exciting experience for players of all ages.

🌍 COMPETE WITH THE GALAXY
Climb the leaderboards, unlock achievements, and show your dominance across the universe. Fight harder, upgrade smarter, and rise as the true hero of the galaxy.

📥 DOWNLOAD NOW
Join the battle, unleash your starship’s power, and defend the galaxy in this action-packed space shooter. Download Galaxiga: Galaxy Arcade Shooter Game today and start your intergalactic adventure.

📞 Contact Us:
<p>🌐 Official Facebook Page: <a>https://www.facebook.com/galaxiga.game</a></p> <p>🌐 Join our community: <a>https://www.facebook.com/groups/GalaxigAGame</a></p>"
com.gameloft.android.ANMP.GloftDMHM,Minion Rush: Running Game,,4.4221897,902126,278806,396957,845259,8106449,"Step into the New Generation of Minion Rush!

Experience the ultimate endless running adventure in Minion Rush! With updated new features, exciting challenges, and nonstop fun from Illumination's Minions franchise, this refreshed game is bigger, bolder, and better than ever!

A Fresh New Look
Discover updated visuals and a sleek, modern new design! From reimagined locations to revamped adventures, every detail has been updated to keep the excitement flowing.

Endless Run Mode
Jump straight into action with the brand-new ENDLESS RUN! Test your skills, break records, and collect epic rewards. Every run is your chance to shine!

Progress with the Hall of Jam
Collect bananas to unlock new locations, costumes, and features. 

Collect and Upgrade Minion Costumes
Run in style with unique Minion costumes! Unlock themed collections for extra bonuses. Collect exclusive stickers to expand your wardrobe and boost your runs.

Gadgets and Power-Ups
Pair costumes with clever Gadgets for strategic fun! 

Power-Up Your Runs 
Unlock power-ups to supercharge your runs and go farther and faster!

Exciting Tournaments
Show off your skills in daily and weekly tournaments! Climb the leaderboards, earn legendary rewards, and compete with players worldwide.

Solve Story Puzzles
STORY PUZZLES let you relive your favorite Minions movies by collecting puzzle pieces during your runs.

Personalized Profiles
Stand out with customizable Player Profiles! Choose your nickname, avatar, and frame to showcase your progress in style.

Join more than a billion players and experience endless mischief, mayhem, and fun in Minion Rush! Download now and start your adventure!

________________________________________
Privacy Policy: http://www.gameloft.com/en/privacy-notice
Terms of Use: http://www.gameloft.com/en/conditions-of-use
End-User License Agreement: http://www.gameloft.com/en/eula

Disabling password protection may result in unauthorized purchases. We strongly encourage you to keep password protection turned on if you have children or if others could have access to your device.
This game contains advertising for Gameloft’s products or some third parties, which will redirect you to a third-party site. You can disable your device's ad identifier being used for interest-based advertising in the settings menu of your device. This option can be found in the Settings app > Accounts (Personal) > Google > Ads (Settings and Privacy) > Opt out of interest-based ads.
Certain aspects of this game will require players to connect to the Internet."
com.generamobile.runforrestrun,Runner odyssey:running journey,,4.253521,10760,2481,11595,14076,78684,"Welcome to the enthralling world of "" Odyssey: Running Journey'', where the thrill of endless adventure awaits! Immerse yourself in the exhilarating experience of an infinite running odyssey, filled with stunning landscapes, diverse challenges, and rewarding power. Join our indefatigable endless runner as he embarks on an epic journey through ever-changing environments. Test your reflexes and agility whiling, jumping, and sliding through this boundless and enthralling running game.

New enhancements:

Dynamic Environments: Explore a rich tapestry of environments, from lush forests to bustling cities, each with its own unique obstacles and visual splendor. The ever-changing scenery keeps the experience fresh and exhilarating, ensuring an endless running adventure filled with surprises at every turn.

Upgraded Power-Ups: Discover and collect an expanded array of exhilarating power-ups, allowing for enhanced customization and strategic choices. From speed boosts to protective shields and more, equip yourself for the long run ahead in this compelling and thrilling endless adventure.

Enhanced Controls: Experience improved touch-based controls that offer an more responsive and intuitive gameplay experience. Master the art of precise control as you navigate through the ever-unfolding challenges on your epic running odyssey.

Competitive Leaderboards: Compete with friends and players worldwide as you strive for the top spot on the leaderboards. Unlock a wide range of achievements that showcase your running prowess and dedication to your boundless adventure.

Progression and Customization: Witness your endless runner evolving and growing stronger with a progression system. Customize your character with a vast selection of outfits, and upgrades to reflect your unique style and dedication to the infinite run.

Immersive Soundtrack: Immerse yourself in the adventure with an expanded and dynamic soundtrack that adapts to the nuances of your running odyssey, heightening the emotional and immersive aspects of your adventure.

Expanded Home Base Hub: Customize and personalize your home base hub with an array of unique rewards and treasures that you acquire on your endless running journey. Build and expand your hub as a testament to your enduring running achievements and odyssey.

Community Engagement: Share accomplishments and experiences with our growing global community of runners. Join a supportive and enthusiastic group of fellow enthusiasts as you on this enthralling endless running journey.

Join the endless running and dive into ""Runner Odyssey: Running Journey"" today. Challenge yourself, break records, and experience the thrill of an unstoppable running adventure! Are you ready to embrace the journey on this unbeatable endless run? Lace up your shoes, and let's run!"
com.swipe.brick.breaker,Swipe Brick Breaker: The Blast,,4.292683,2678,1266,3947,8426,27288,"<b>Blasting Fun with Swipe Brick Breaker!
Watch how time flies with the latest version of Brick Breaker, the one loved by 10 million users around the world.</b>

<b>[How to Play Swipe Brick Breaker]</b>
- Swipe the ball and hit the brick
- The brick breaks when durability drops to 0
- If any brick come all the way to the bottom, you lose.

<b>[The Specifics of Swipe Brick Breaker]</b>
- Brick Breaker became much cooler with various bombs and balls
- Easy with only one hand! Swipe Brick Breaker
- Various stages and play modes
- Multilanguage supported. Play with friends around the world!
- And everything is free
- And everything is playable offline.

---
© NEOWIZ All rights reserved.
Customer Service: brick-breaker@help.neowiz.com"
com.cct.endlessrun.jungleescape,Endless Run: Jungle Escape 2,,4.24,1799,1293,2868,2868,17321,"Start endless run jungle escape 2, complete missions and level up as you run, take your princess jump or slide over all the perilous obstacles.

Enjoy the fun of the dodging and turning with explorers, princess keep running to claim more rewards and chests in Jungle & tunnels.

Run through the jungle, navigate across the Water area, climb Cliffs, dive off Waterfalls, defeat anyone in your way to get higher score bonus!

Explore the endless relic world, avoid barriers like blaze, rolling balls in the tunnels, watch out oncoming traffic as you get through the mine track.

Endless Run and Higher Score:
Get headstarts, score multipliers, magnets, shield props to sprint, score higher, earn more coins and save you on the run.
Upgrade different powerups to increase the duration, so you can dash further, win more rewards and higher score!
Level up run and complete more missions to get rewards and level up. Higher level, higher score multiplier!
Different Characters and princess wait for you to choose. Earn coins and gems to unlock your favorite roles.

Each princess runner has their special powers and can equip with skills, take advantage of their powers and skills, sprint more meters, get more coins, win high score, protect and save you.

Take part in score rank challenge, try to get higher score and rank the top.
Check out and claim your ranking rewards every week.
Compete with global runners, who is the top rank runner?

Endless Run Jungle Escape 2 Features
★ Princess Endless run
★ Jungle escape & tunnel adventure
★ Choose more roles to rush
★ Run, jump & dash as fast you can
★ Vivid organic environments
★ Challenge and fight monsters  
★ Prop upgrades, equip role skills
★ Complete tasks, increase score multiplier
★ Dual handle operation, turn, gravity raises and falls tunnels
★ HD quality and exhilarating sound effect
★ Upload real scores, versus global players

Ready for the jungle escape, endless run to take on the impossibility!"
com.games.layerman,Layer Man 3D: Run & Collect,,4.2597866,1809,603,1327,844,12379,"Yo, check it out! Layer Man is an insanely exciting hyper-casual mobile game that guarantees players an entertaining and addictive experience. The game is all about a stickman runner who races through a crowded runway to collect as many hoops as possible without hitting any obstacles.

One of the most awesome things about the game is how simple it is. All you gotta do is collect layers scattered throughout the runway to build a slinky toy. The more layers you collect, the longer the slinky toy becomes, which can give you a sweet boost on the final stage of the level. It's easy to understand, but challenging to master, which keeps things interesting.

As you're running through the runway, you gotta navigate through various obstacles to avoid collisions. If you bump into an obstacle, you lose some hoops, which ain't cool for your overall score. That's why it's crucial to keep collecting hoops and dodging obstacles like a boss.

And to make things even more exciting, Layer Man has multiple levels with increasing difficulty. You gotta step up your game and navigate through these levels, collecting layers and avoiding obstacles like a pro, to become one of the masters of the game.

But wait, there's more! Layer Man isn't just a fun game to play. It also tests your reflexes, concentration, and agility. As you progress through the game, you gotta hone these skills to succeed, which is a dope opportunity to boost your attributes.

The graphics of Layer Man are visually appealing, with vibrant colors and a smooth interface, making it an enjoyable experience for players of all ages. The game's design is both fun and intuitive, which makes it easy to pick up and play for anyone who's interested.

So, what are you waiting for? Download Layer Man now and put your running skills to the test. Collect as many layers as you can, avoid obstacles, and win the game! Whether you're looking for a fun way to pass the time or you're an experienced gamer, Layer Man is sure to provide you with hours of entertainment."
com.outfit7.talkingtomgoldrun,Talking Tom Gold Run,,4.32452,609524,226191,308949,576309,4661188,"Run, dash, and chase Rakoonz with Talking Tom and friends in the ultimate endless runner adventure!
Help Talking Tom speed through vibrant worlds, dodge exciting obstacles, and collect stolen gold. Unlock Talking Angela, Ginger, Ben, Hank, and Becca, and customize them with amazing outfits!

Exciting Endless Runner Action
Dash through vibrant worlds, including Venice Canals, Winter Wonderland, and China Dragon World. Every run is a new adventure full of surprises!

Epic Skateboarding Challenges
Hop on your skateboard and enter exciting side worlds! Show off your moves, perform awesome stunts, and complete action-packed time trials to win amazing rewards.

Powerful Boosts and Power-Ups
Use jetpacks, magnets, and speed boosts to fly, dash, and sprint your way to new records. Accelerate your runs and experience unbeatable chasing thrills!
Unlock and Customize Characters
Unlock your favorite friends, including Talking Angela, Ginger, Hank, Ben, and Becca. Collect gold and tokens to build and upgrade their dream homes and personalize their style with amazing outfits! 

Competitive Race Mode
Challenge players to exciting races! Set new records, climb leaderboards, and prove you’re the fastest runner around.

Ready, Set, RUN! Perfect for kids and families who love arcade running games! Experience endless excitement, nonstop action, and hours of fun with Talking Tom Gold Run, the ultimate cat runner game!

From Outfit7, creators of My Talking Tom, My Talking Angela, My Talking Tom Friends and Talking Tom Hero Dash.
This app is certified by PRIVO, an FTC Children’s Online Privacy Protection Act (COPPA) Safe Harbor.

This app contains:
- Promotion of Outfit7's products and advertising;
- Links that direct customers to Outfit7’s websites and other apps;
- Personalization of content to encourage users to play the app again;
- The option to make in-app purchases;
- Items to purchase (available in different prices) using virtual currency, depending on the player’s progress; and
- Alternative options to access all functionalities of the app without making any in-app purchases using real money.


Terms of use: https://talkingtomandfriends.com/eula/en/
Privacy policy for games: https://talkingtomandfriends.com/privacy-policy-games/en
Customer support: support@outfit7.com"
com.zhiliaoapp.musically,"TikTok - Videos, Shop & LIVE",,4.0131516,11703964,2512249,3564860,6008065,44600705,"TikTok is the global discovery platform for videos, streaming on LIVE, shopping, and more. Our mission is to inspire creativity and bring joy. Over a billion people come to TikTok to share what they love, learn new things, and find ideas that make everyday life more interesting.

Your experience on TikTok is built around what you're into, not who you know. Just watch, like, and scroll to discover videos, creators, and communities you did not know you were looking for. From quick recipes to game highlights, fashion tips to music and trending sounds, your For You feed reflects you and changes based on what inspires you.

Creating is simple. Capture from your phone and turn everyday moments into something special with easy editing tools, effects, sounds, and music. Use a large library of sounds and music for free in your videos, plus filters and creative tools that help your content stand out. On TikTok, anyone can create, and ideas that inspire, pick up momentum.

TikTok is also where discovery becomes part of your everyday life. Find creators to follow, new ideas to try, and products you will love from small businesses and brands around the world. TikTok offers more than 50 preset safety and privacy features, from private accounts and content filters to screen time tools and Family Pairing, so you can choose an experience that works for you. TikTok provides extra support for teens and families on the app, letting you set time and content preferences that feel right for your family. 

■ Personalized discovery
A For You feed that learns what you enjoy. Discover videos, creators, LIVE streams, shopping, and communities based on what you watch, like, and share.
■ Entertainment, learning, and everything in between
Comedy, gaming, DIY, beauty, sports, music, lifestyle, education, and more. Find content that makes you laugh, think, and try something new.
■ Simple, powerful creation tools
Record in clips, pause and resume, trim and merge, add text and stickers, and fine tune your video without leaving the app.
■ Sounds, music, and effects
Use our free library of sounds and music in your videos, plus filters, effects, and creative tools that help you express yourself and make your videos stand out.
■ A global community of creators
Follow your favorite creators and discover new voices every day. Share your own story or support the people who inspire you.
■ Discover and shop with TikTok Shop
Explore trending products, exclusive deals, and seamless shopping experiences inspired by creators and brands you love, all in one place. Shop directly from videos, LIVE, and the Shop tab, track your orders, and enjoy a safe, secure shopping and transaction process.
■ Go LIVE and connect in real time
Start a LIVE to chat with your community, share moments as they happen, and unlock special features and benefits where available.
■ Tools to shape your experience
Use more than 50 safety and privacy features, from private accounts and content filters to screen time tools, Family Pairing, and other controls, to choose how TikTok works for you and your family.

Ready to see what you discover next? Download TikTok to start watching, creating, and exploring your world in a new way.
Learn more about our safety tools, resources, and policies at the TikTok Safety Center:
https://www.tiktok.com/safety/en
Terms of Service:
https://www.tiktok.com/legal/terms-of-service
Privacy Policy:
https://www.tiktok.com/legal/privacy-policy
Feedback?
Contact us at https://www.tiktok.com/legal/report/feedback or tweet us @tiktok_us"
com.aceviral.petrun,Pet Run - Puppy Dog Game,,4.6054215,4034,1061,2123,4246,59115,"A cat running game! Take care of your dog, puppy or kitten. Play virtual dog games with toys, decorate your pet house in this simulator or dress up cute pets and adopt or rescue more.

Pet Run is the best free running game where you can meet your new best friend and go for a run! Choose your pet pal and dash your way through the city and park for fun running adventures!

★ Who Let the Dogs Out? You Did! ★
Play as your favorite pet and choose from cute puppy, kitten and rabbit animal breeds! Help Lucky the labrador, Ginger the cat and their friends to rush through the city streets and park paths! Take your cute pup for a walk and train your puppy by playing with them in the city and park. Dog walking? This is dog running!

★ Take care of your Pet! ★
Take care of your cat or dog. Fill the food bowl to feed your dog, or throw to ball to play with it. When your dogs paw get dirty give it a wash in the bath and shower, then brush it’s fur to make it happy. Switch rooms by clicking the speech bubble or clicking the arrows on the home screen. With three new rooms for your pets to patrol you’ll find loads of fun things to do. Including the new games room with new mini games.

★ Explore the City and Park! ★
Run, slide and leap your way across the city, suburbs, park and forest! Dash forward as fast as you can, dodge obstacles and collect coins! Swipe past trees, slide under funky city birds and jump over logs, broken fire hydrants and even swimming baby ducks! Take a trip down a fun park slide to reach mega heights! The city is your dog show, and the obstacles are your agility course!

Game Features:
★ Colorful HD graphics!
★ Run across the city or through the park!
★ Choose to run with a puppy, kitten or rabbit!
★ Dodge obstacles and collect coins!
★ Use awesome power ups!
★ Activate rainbow mode!
★ Collect coins to upgrade and earn boosters!
★ Come back every day for new rewards!
★ Beat your friends high score!
★ Stay tuned for more content and pets!

What You Get With Pet Run:
★ Run across 4 cool locations.
★ Many obstacles to jump over and avoid.
★ Choose between 8 cute pets. 
★ Use 6 power ups and boosters.
★ Win daily prizes and rewards.
★ Feed, clean, bath, brush and play with your pet.
★ Patrol 3 new rooms with fun games and activities.

About AceViral
We love fun games at AceViral! It is our mission to create quality fun games for boys and girls of all ages. You can find our mobile games by searching for “AceViral” on the Google Play Store or keep updated with our latest games on our website.

Like Us on Facebook: https://www.facebook.com/petrungame
Follow Us on Twitter: @PetRunGame

Send Us Your Feedback!
We really value your feedback as it helps us to improve our games and make them even more fun for everyone. If you have a moment, please rate and review our app. We would love to hear your comments and suggestions.

Need Help? Talk to Us!
You can contact us any time to share your comments or questions. If you need support or have a problem with any of our games then please get in touch with us at support@aceviral.com

For Parents
Pet Run is free to play but contains in app purchases and items which can be bought for real money. You can disable in app purchases on your device within your device settings. By downloading Pet Run you agree to the AceViral Privacy Policy and Terms of Service which you can find within the app."
com.h8games.helixjump,Helix Jump,,3.8685982,679341,236224,361970,555995,2325943,"Helix Jump is the ultimate 3D arcade game that will keep you on the edge of your seat! Smash, bump, and bounce your way through the revolving helix platforms to reach the end. But be warned, it's not as easy as it sounds!

As you drop like a ball through the colorful helix platforms, you'll encounter traps and obstacles that will test your skills and strategy. One wrong move and it's game over! Your ball shatters into pieces and you have to start from the beginning.

Luckily, there's a way to unleash your inner fireball and conquer the game. Speed up like a madman or wait for the perfect moment to play, roll and jump your way to victory. The choice is yours!

Helix Jump is designed with addictive gameplay mechanics that will keep you coming back for more. With crazy fast speed and high bounce intensity, you'll have to stay alert and focused to make it to the ultimate end.

The bright, vibrant graphics and simple, easy-to-learn controls make Helix Jump the perfect game to play anytime, anywhere. Whether you're waiting in line or looking for a quick break, this game is sure to amaze and satisfy your need for excitement.

Other games wish they were this great! Helix Jump is the ultimate test of your skills and reflexes. With increased density on bounce, fireball, speed, games, skills, amaze, wait, perfect, and ultimate, this game is guaranteed to keep you entertained for hours on end.

Download Helix Jump now and get ready for the ultimate bouncing adventure! Don't miss out on the chance to experience the best ball game out there!"
com.imangi.templerun,Temple Run,,4.240066,555085,205997,300360,524243,3629646,"The Original Classic Endless Running Adventure!
Experience the thrill and challenge of Temple Run – the classic global endless runner game that redefined mobile gaming!
Steal the cursed idol and escape from the relentless Demon Monkeys in a heart-pounding adventure through ancient temples, jungle ruins, and precarious cliff edges.
Outrun danger in the ultimate maze-running, jungle-escaping, temple adventure!
- Run through the jungle as you swipe to turn, jump, dash, parkour, and slide past deadly obstacles and traps
- Race through temples, bridges, and treacherous paths
- Collect coins, unlock diverse heroes, and boost your power-ups to reach super sonic speeds through the jungle 
- Test your reflexes in a fast and frenzied arcade action experience
- Challenge friends & climb the leaderboards online 
- No WiFi game, no internet needed: Enjoy endless fun offline without an internet connection. Temple Run is perfect game to play on the go. 

Accolades: 
Temple Run is that heart-pounding action movie moment – but non-stop! – SlideToPlay
One of the most thrilling and fun running games ever! – TheAppera
A fast and frenzied experience. – IGN
Very addicting… a truly different running game! – Appolicious

Join over 500 MILLION players worldwide in this legendary treasure hunting running game and escape the jungle with the idol!

Download now and challenge yourself to see how far you can run from the demon monkey!"
com.WildWorks.DashTag,Dash Tag - Fun Endless Runner!,,4.2140846,1622,585,1126,2072,10603,"PETS ON THE LOOSE!

Run, dash, slide, and jump your way through forest treetops, redrock canyons, and other challenging terrain! Collect dozens of pets, complete daily missions, and unlock tons of fun goodies. Welcome to Dash Tag, the best endless runner game! Choose your favorite pet and get ready to run with your friends and evade capture by Misha!
 
•	Collect dozens of rare and unique pets
•	Play as every pet you collect
•	Unlock power-ups, outfits, and stats
•	Speed through levels in pet cars
•	Endless runner with new missions every day
•	Free to play
•	Easy to learn

Use the coins and emeralds you collect to purchase loads of upgrades like costumes, power-ups, and even pet cars! The farther you run, the more you collect. And the more you collect, the more fun you'll have!

So whether you prefer to scamper, scurry, or scuttle, join the fun of this amazing pet adventure today!"
fall.stars.race,STAR: Super Tricky Amazing Run,,4.235344,32363,8144,9430,20146,182242,"""STAR"" is an exciting casual game where you become a participant in thrilling competitions! In this game with obstacles, you need to control stumble guys or fall guys and overcome numerous obstacles. Here, the fall guys are ready to participate in various competitions, like in an epic race!

In ""STAR,"" a casual game with running stumble guys, you will participate in exciting competitions. Your task is not just to play as running fall guys but also to overcome obstacles. Popular games featuring bumble guys always attract attention.

""STAR"" is not only a game with run guys but also a star run. Every player can customize their stumble guys to dive even deeper into the competitions. Obstacle course games in """"STAR"""" are always epic races!

The casual game ""STAR"" awaits all who dream of playing as stumble guys and offers various epic races. Embark on competitions across different tracks and develop your guys to become true champions! Fall run is always fun guys.

In the game ""STAR,"" everyone can feel like a champion by playing in obstacle course games and enjoying a casual game! Don’t miss the chance to be part of the thrilling world of fall run! We are similar to stumble guys and fall guys. Play with us! In ""STAR,"" you can participate in star runs and enjoy exciting games where you need to run and jump. Our stumble guys are always ready for challenges. Play ""STAR"" and experience the fun guys!

""STAR"" is an obstacle course game where bumble guys overcome obstacles. Become part of the exciting world of fun guys and enjoy popular games. Your fall guys are ready for epic race games.

Our bumble guys are always ready for new challenges. 
Join the players enjoying the casual game ""STAR""! Bumble guys are ready to start obstacle race and epic race. Feel the spirit of competition and become the top player among all.

In the casual game ""STAR,"" you’ll find incredible adventures with fall guys and unique challenges! Each level is a new challenge to overcome, like in fall run. Run, jump, and enjoy cool obstacle race games. Test your skills, and your fall guys will become true champions in this thrilling game similar to stumble guys! Games like this are perfect for everyone who loves obstacles and fun guys!"
old.arcade.games.emulator,Old Arcade Games Emulator,,4.455446,653,217,749,1209,8272,"old arcade games emulator is a application program that allows you to play classic arcade old games from the past on modern devices. These emulators replicate the original hardware of arcade machines, enabling you to enjoy retro games with authentic gameplay and graphics. our emulator, MAME (Multiple Arcade Machine Emulator), focus on preserving gaming history and support a wide range of titles."
com.azurgames.stackball,Stack Ball - Crash Platforms,,4.431698,87708,35157,50072,80537,867497,"<strong>Stack Ball</strong> is a 3d arcade game where players smash, bump and bounce through revolving helix platforms to reach the end.
<strong>Sound easy? You wish!!</strong>
Your ball smashes like a brick through colorful platforms that block its descent, but if you hit a black one, it's all over! Your ball shatters to pieces and you have to start your fall all over again.
But even black platforms are no match for a fireball falling at full speed! Choose your strategy: speed up like a madman or stop and wait for your next chance to roll and jump. Other ball games wish they were this fun!

<strong>Why Stack Ball rules</strong>:
<strong>- Crazy fast speed</strong>
<strong>- Fun gameplay</strong>
<strong>- Bright vibrant graphics</strong>
<strong>- Simple and easy to play</strong>
<strong>- Great time killer</strong>


========================
<strong>COMPANY COMMUNITY:</strong> 
========================
Facebook: https://www.facebook.com/AzurGamesOfficial
Instagram: https://www.instagram.com/azur_games
YouTube: https://www.youtube.com/AzurInteractiveGames"
com.YayySAL.DodgeAgent,Dodge Agent,,4.2507553,2674,884,3470,4265,21548,"Your mission, should you choose to accept it, is to break into the most heavily guarded safe vault in the world, bypassing lethal security systems and hundreds of armed guards, in order to steal the key to saving the world. You are a secret agent known only as the Dodge Agent, a master of evasive acrobatics, stealth, and infiltration. You can bypass any security system in the world. You can evade entire armies of armed security guards. But can you be the special agent who saves the world?

Who needs lock picking? Why unlock a gate when you can scale the wall? Why disarm the laser security when you can dive past the lasers faster than the eye can see? You don't need any equipment except your amazing ninja skills and lightning fast reflexes. Keep to the shadows and sprint to your goal, this is a fast paced action game and you better be ready to keep up!

Features:
Swipe to Dodge! Sprint through high tech laser security fields, swipe to jump and dive past the lasers to reach your goal!
Lethal Obstacles! Those lasers will slice you down into little pieces if you're not careful, watch out!
Challenging Gameplay! Easy to pick up, harder to master. You need cat like reflexes to be the best secret agent in the world, do you have what it takes?
Explore the World! Your targets are scattered all over the world, each stealth mission will take you to a new location with new obstacles and enemies. 
Dozens of Secret Agents to play as! Pirouette around the guards as the ballerina. Sling through the lasers with Spidey's string shooters. Go unseen and unheard as the Cat Burglar, master of stealth and shadow. Can you unlock them all?
Amazing Graphics! Experience the Dodge Agent vaulting over glittering laser beams in the best HD graphic quality!

Visit https://lionstudios.cc/contact-us/ if have any feedback, need help on beating a level or have any awesome ideas you would like to see in the game!

From the Studio that brought you Mr. Bullet, Happy Glass, Ink Inc and Love Balls!

Follow us to get news and updates on our other Award Winning titles;
https://lionstudios.cc/
Facebook.com/LionStudios.cc
Instagram.com/LionStudioscc
Twitter.com/LionStudiosCC
Youtube.com/c/LionStudiosCC"
com.imangi.templerun2,Temple Run 2: Endless Escape,,4.1170087,1257016,449683,654143,1110625,6490181,"Temple Run 2: The Ultimate Endless Runner Action Adventure Game
Dash into the world of Temple Run 2, the best endless runner game where arcade action, strategy, and adventure collide! Take on fun challenges with millions of players worldwide as you run, jump, and escape through stunning jungle worlds. Can you survive the endless chase of the Demon Monkey and become the ultimate runner in this top rated free game?

Why Temple Run 2?
• Endless Arcade Action and Adventure Awaits: Run through lush jungles, perilous cliffs, fiery volcanoes, and snowy mountains. Every run is a chance to explore new adventures in breathtaking locations.
• Non-Stop Arcade Action: Swipe to turn, jump, slide, dash, parkour, and dodge obstacles in a thrilling race for survival.  Escape the Demon Monkey as you jump onto mining karts going down train tracks, surf down an icy mountain, and zipline down cliffs.  With fast-paced action and intuitive controls, every run is a new challenge.
• Legendary Characters: Play as fan favorites like Guy Dangerous, Scarlett Fox, Karma Lee, with unique abilities to enhance your gameplay.  Unlock power new heroes with fantasy, sci-fi, sports, and Chinese folklore themes. Customize their outfits with pets and hats and dominate the leaderboard.
• Powerful Power-Ups: Use shields, coin magnets, and speed boosts to power up your runs and achieve super sonic speeds. These game-changing power-ups will keep you ahead of the danger.
• Compete and Conquer: Challenge players worldwide in this free offline game. Climb the leaderboard and prove you’re the best runner in the world!
• No WiFi game, no internet needed: Enjoy endless fun offline without an internet connection. Temple Run 2 is perfect for gaming on the go.

What’s New in Temple Run 2?
• New Locations: Discover recently added jungle worlds and limited-time environments that bring more adventure and excitement.
• Seasonal Events: Celebrate with special updates, exclusive characters, and festive challenges for every holiday.
• Enhanced Gameplay: Experience smoother controls, faster load times, and upgraded visuals for an unbeatable running game experience.

Key Features of Temple Run 2
• Explore jungle adventures and breathtaking worlds.
• Varied level designs with mining karts going down train tracks, surfing down icy mountains, dangerous traps, and ziplines down cliffs.  
• Unlock heroes and use game-changing power-ups to boost your runs.
• Play the ultimate no WiFi action arcade adventure game, perfect for gaming anytime.
• Compete in global leaderboards and challenge friends.
• Enjoy the thrill of running, jumping, parkouring, and escaping in the best endless runner game.

Why Millions Love Temple Run 2
• A combination of adventure, skill, and non-stop action.
• Perfect for fans of free offline games, adventure games, action arcade, and running games.
• Easy to play, yet addictive and challenging.

Download Temple Run 2 Now!
Start your escape today in the most thrilling free endless runner game. Run, jump, and slide your way to glory while enjoying the ultimate jungle adventure. Download now and join the excitement of Temple Run 2!"
com.foytingo.lights_out_v2,LightsOut Reaction Time/Reflex,,3.9565217,111,0,49,49,359,"Reaction Time & Reflex Test - your ultimate companion for improving your reaction time through reflex games, engaging quizzes, and expert tips. Whether you're an expert striving for a competitive edge or simply aiming to elevate your cognitive skills, the app offers a variety of reaction training exercises and reflex tests to challenge and refine your abilities. Embark on a journey of reflex and reaction enhancement!

KEY FEATURES:
*Reaction Training Games - enjoy a collection of interactive reflex games designed to challenge and improve your reaction time. Measure your progress and see your reaction time improve over time with our carefully crafted reflex games.
*Reflex Quizzes - test your knowledge and enhance your reaction time by solving reaction tests.
*Expert Tips - get valuable insights and advice on how to enhance your reaction time effectively.

****************
Terms of use: https://thinkaboutapps.com/terms
Privacy policy: https://thinkaboutapps.com/policy"
com.Born2Play.StackyDash,Stacky Dash,,4.21628,58051,14397,32869,48231,343337,Swipe your finger to move across the stage and collect all the tiles !!!
